amfi_code,cagr,sharpe_ratio,sortino_ratio,max_drawdown,alpha,beta,scheme_name,fund_house,expense_ratio_pct,cagr_rank,sharpe_rank,alpha_rank,expense_rank,drawdown_rank,final_score,overall_rank
101206,0.2260478728480142,1.0272133278753697,1.799562874698451,-0.11291596329323078,0.21399784776051212,0.021086316250128034,ABSL Frontline Equity Fund - Regular - Growth,Aditya Birla Sun Life MF,1.6,12.0,9.0,12.0,36.5,9.0,14.625,14
125497,0.18276505948757582,0.775790249821121,1.3306512447571361,-0.15200013055606393,0.17729754927531766,0.04882040425957738,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,0.92,16.0,18.0,16.0,14.0,18.0,16.4,15
148568,0.21627249243585345,0.9262873467360144,1.6327409778735171,-0.1527259422823477,0.20873010086942337,-0.026387719943843004,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,1.52,14.0,15.0,14.0,26.5,19.0,16.625,16
120503,0.1805376677189634,0.7979728586052853,1.3379431500669232,-0.13897862823061635,0.17703302365844073,-0.040268952369820595,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,1.42,17.0,17.0,17.0,20.0,14.0,17.15,17
102885,0.17523902033263883,0.8170993373494365,1.4357420130649485,-0.10859862152502323,0.17048756803412696,-0.019486785689474543,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,1.57,18.0,16.0,19.0,34.0,7.0,18.999999999999996,18
118635,0.1534278656877741,0.6648569985490616,1.137976718780742,-0.11650624505409093,0.1513635464823924,-0.0014335213897801234,Nippon India ETF Nifty 50 BeES,Nippon India MF,0.89,23.0,19.0,23.0,13.0,10.0,19.2,19
118633,0.15646763057250346,0.6452074382933211,1.1544757169236242,-0.1862974313859551,0.15643835948169668,-0.036639006718609334,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,0.72,22.0,21.0,22.0,5.5,26.0,19.675,20
120506,0.16424007349244585,0.6488787755249537,1.0958951614736474,-0.1982565826298267,0.1625385327998104,0.041896462728119754,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,1.41,19.0,20.0,20.0,19.0,27.0,20.25,21
120507,0.06968969623013832,0.49572339295331247,1.052123882260929,-0.000977314004592568,0.06746210411099539,-0.0004440926329707225,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,0.74,29.0,23.0,31.0,7.0,1.0,21.8,22
118634,0.15741939944838035,0.4484340089089914,0.746014630853357,-0.2334488614483311,0.1750072167561127,0.10349663691337593,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,1.53,21.0,26.0,18.0,28.5,32.0,23.875,23
125498,0.10874958686292713,0.30061192104254764,0.5088128197169234,-0.2111727956013212,0.11989100971217971,0.00905441262173915,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,0.78,26.0,27.0,26.0,10.0,29.0,24.15,24
120844,0.0665902917581922,-0.08874729621557284,-0.1877230477424223,-0.0011629327956168764,0.06455677495375998,-0.0004007442394783998,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,0.6,30.0,34.0,32.0,3.0,2.0,24.549999999999997,25
102887,0.1619032513637435,0.6195175900829826,1.0887552508030016,-0.21539827112383228,0.16211256794033255,0.01668268943777082,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,1.64,20.0,22.0,21.0,39.5,30.0,24.625,26
149322,0.12882957123240346,0.46403744922047724,0.7621288703723166,-0.14844576917771746,0.13173190226099432,-0.004050271130006494,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,1.54,25.0,25.0,24.0,30.5,16.0,24.725,27
119093,0.0760363867836038,0.1296144979566932,0.22108683979276356,-0.2175139637014823,0.08232801295222093,0.02588321244009314,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,0.75,28.0,29.0,28.0,8.0,31.0,25.55,28
120841,0.13016300746880094,0.4942725378672353,0.8625738849916583,-0.17573614164687285,0.13042924450705445,0.036356399022199795,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,1.59,24.0,24.0,25.0,35.0,24.0,25.85,29
118636,0.05121284370964796,-0.3566295075143679,-0.6135251287271026,-0.08316361763638701,0.05074772999976104,0.001256674273155849,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,0.55,35.0,38.0,35.0,1.0,6.0,27.75,30
119120,0.05672188795478972,-0.22657538662791585,-0.3767670081706666,-0.043287289239700974,0.05620895216638369,-0.006413850728276475,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,0.77,34.0,37.0,34.0,9.0,5.0,28.1,31
101208,0.06268273663284529,-0.8155673679088261,-1.6810378667512813,-0.001622498024471732,0.060861457957871144,0.00026670968338238324,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,0.79,32.0,40.0,33.0,11.0,3.0,28.150000000000002,32
101207,0.07643258410637976,0.1626607692864677,0.27664379626092345,-0.3544691649336603,0.10897091901704538,-0.06528924788351524,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,1.53,27.0,28.0,27.0,28.5,38.0,28.575,33
100025,0.04294835392228946,-0.5670947928476845,-0.9418212366054203,-0.04308263824636346,0.042817920315060876,0.0011582183155281432,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,0.56,36.0,39.0,38.0,2.0,4.0,28.849999999999998,34
120842,0.06453456071586094,0.07599984804658923,0.12469346986475677,-0.24003511326274882,0.0780443887615508,0.01805687420811818,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,1.56,31.0,30.0,29.0,33.0,33.0,30.849999999999998,35
119092,0.06132601469068821,0.030784850954585923,0.052573985593048045,-0.14401617909337266,0.0689952982167755,0.009730745001153628,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,1.64,33.0,31.0,30.0,39.5,15.0,31.075,36
119599,0.01980032242102303,-0.057186625828179925,-0.09438726129459606,-0.525742211701285,0.048824215945539845,0.062001804382671666,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,0.72,38.0,32.0,36.0,5.5,40.0,31.424999999999997,37
119095,0.014665053142173479,-0.07597357117478916,-0.1281855927585192,-0.5167775370852657,0.048015953637759554,-0.06695117463929201,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,1.38,39.0,33.0,37.0,17.0,39.0,33.800000000000004,38
100016,0.02541247901047594,-0.20151706755966942,-0.35104746015230903,-0.247344408806733,0.03747580763443281,-0.05826843143880892,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,1.55,37.0,35.0,39.0,32.0,34.0,35.85,39
102886,0.011294595778247984,-0.2058316078547032,-0.3472223025472726,-0.2800112356639287,0.028969397866379445,-0.042125029021894314,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,1.51,40.0,36.0,40.0,24.5,35.0,36.175,40
